Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,500.0,0.0,500.0,0.0,0.0,500.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.06,0.06
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.12,0.12
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.18,0.18
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.23,0.23
08.01.2021,102.0,0.02,13.96,-6.9438,0,0.0,0.0,509.98,0.0,0.0,500.29,-9.69
11.01.2021,102.17,0.0017,14.97,7.2389,1,0.0,0.0,510.83,3255.83,0.0,500.35,-10.48
12.01.2021,100.82,-0.0132,17.03,13.7634,1,0.0,0.0,504.1,0.0,0.0,456.85,-47.25
13.01.2021,102.01,0.0118,15.8,-7.2399,0,0.0,0.0,510.06,0.0,0.0,494.2,-15.86
14.01.2021,103.68,0.0163,15.45,-2.1965,0,0.0,0.0,518.39,0.0,0.0,546.63,28.25
15.01.2021,107.25,0.0345,9.1,-41.1291,0,0.0,0.0,536.27,0.0,0.0,659.96,123.69
18.01.2021,108.03,0.0072,9.89,8.7826,1,0.0,0.0,540.14,0.0,0.0,683.98,143.84
19.01.2021,107.54,-0.0045,10.29,3.9944,1,0.0,0.0,537.7,0.0,0.0,667.83,130.12
20.01.2021,107.37,-0.0016,13.32,29.4543,1,0.0,0.0,536.83,0.0,0.0,661.6,124.78
21.01.2021,106.22,-0.0107,16.0,20.1041,1,0.0,0.0,531.1,0.0,0.0,624.47,93.37
22.01.2021,107.98,0.0166,14.73,-7.9531,0,0.0,0.0,539.89,0.0,0.0,679.87,139.98
25.01.2021,109.07,0.0101,13.75,-6.65,0,0.0,0.0,545.35,0.0,0.0,714.01,168.66
26.01.2021,110.28,0.0111,11.42,-16.9101,0,0.0,0.0,551.39,0.0,0.0,751.89,200.49
27.01.2021,108.51,-0.016,12.51,9.5206,1,0.0,0.0,542.56,0.0,0.0,694.97,152.41
28.01.2021,108.08,-0.004,13.68,9.383,0,0.0,0.0,540.41,0.0,0.0,680.59,140.18
29.01.2021,108.56,0.0044,11.6,-15.2491,0,0.0,0.0,542.81,0.0,0.0,695.25,152.44
01.02.2021,108.24,-0.003,12.49,7.7396,0,500.0,0.0,1041.2,0.0,0.0,1184.37,143.17
02.02.2021,110.03,0.0165,9.82,-21.4267,0,0.0,0.0,1058.38,0.0,0.0,1240.76,182.38
03.02.2021,110.25,0.0021,10.47,6.666,1,0.0,0.0,1060.57,0.0,0.0,1247.48,186.91
04.02.2021,110.1,-0.0014,12.44,18.8283,1,0.0,0.0,1059.1,0.0,0.0,1242.09,182.99
05.02.2021,108.64,-0.0132,14.9,19.7252,1,0.0,0.0,1045.07,0.0,0.0,1195.1,150.02
08.02.2021,109.18,0.0049,14.54,-2.3626,0,0.0,0.0,1050.19,0.0,0.0,1211.54,161.35
09.02.2021,109.53,0.0032,12.38,-14.8648,0,0.0,0.0,1053.59,0.0,0.0,1222.28,168.69
10.02.2021,108.66,-0.0079,12.26,-0.9775,0,0.0,0.0,1045.26,0.0,0.0,1194.15,148.89
