Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,2000.0,0.0,2000.0,0.0,0.0,2000.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.23,0.23
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.47,0.47
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.7,0.7
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.94,0.94
08.01.2021,101.95,0.0195,10.68,-28.8223,0,0.0,0.0,2039.02,0.0,0.0,2001.17,-37.85
11.01.2021,100.33,-0.0159,12.59,17.952,1,0.0,0.0,2006.52,2694.93,0.0,2001.41,-5.11
12.01.2021,101.97,0.0164,10.08,-19.9884,0,0.0,0.0,2039.33,0.0,0.0,2045.37,6.04
13.01.2021,104.88,0.0285,10.22,1.4159,0,0.0,0.0,2097.53,0.0,0.0,2123.43,25.9
14.01.2021,104.48,-0.0038,10.92,6.8197,1,0.0,0.0,2089.63,0.0,0.0,2112.72,23.08
15.01.2021,104.17,-0.003,12.65,15.9104,1,0.0,0.0,2083.37,0.0,0.0,2104.19,20.83
18.01.2021,105.1,0.0089,12.82,1.286,0,0.0,0.0,2102.01,0.0,0.0,2129.12,27.11
19.01.2021,104.4,-0.0067,12.98,1.2911,0,0.0,0.0,2088.0,0.0,0.0,2110.19,22.2
20.01.2021,103.95,-0.0043,14.37,10.69,0,0.0,0.0,2079.02,0.0,0.0,2098.04,19.01
21.01.2021,105.0,0.0101,14.25,-0.8157,0,0.0,0.0,2100.04,0.0,0.0,2126.15,26.11
22.01.2021,105.76,0.0072,13.03,-8.587,0,0.0,0.0,2115.24,0.0,0.0,2146.47,31.22
25.01.2021,105.13,-0.006,17.59,35.0552,1,0.0,0.0,2102.55,0.0,0.0,2129.32,26.76
26.01.2021,103.81,-0.0126,19.39,10.1989,1,0.0,0.0,2076.12,0.0,0.0,2093.7,17.58
27.01.2021,102.91,-0.0086,20.7,6.7426,1,0.0,0.0,2058.18,0.0,0.0,2069.5,11.32
28.01.2021,105.37,0.0239,18.07,-12.6858,0,0.0,0.0,2107.37,0.0,0.0,2135.46,28.09
29.01.2021,104.82,-0.0052,18.9,4.6196,0,0.0,0.0,2096.38,0.0,0.0,2120.59,24.21
01.02.2021,104.1,-0.0069,20.14,6.5214,0,2000.0,0.0,4081.92,0.0,0.0,4101.06,19.14
02.02.2021,103.28,-0.0078,23.92,18.7918,1,0.0,0.0,4050.12,678.6,0.0,4079.43,29.31
03.02.2021,100.16,-0.0302,22.44,-6.2084,0,0.0,0.0,3927.67,0.0,0.0,3975.1,47.44
04.02.2021,101.29,0.0112,19.75,-11.9948,0,0.0,0.0,3971.8,0.0,0.0,4012.81,41.0
