Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,1000.0,0.0,1000.0,0.0,0.0,1000.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.12,0.12
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.23,0.23
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.35,0.35
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.47,0.47
08.01.2021,101.03,0.0103,15.31,2.0923,1,0.0,0.0,1010.28,376.9,0.0,1000.59,-9.69
11.01.2021,101.48,0.0045,12.44,-18.7358,0,0.0,0.0,1014.82,0.0,0.0,1002.35,-12.47
12.01.2021,100.14,-0.0132,16.67,33.9229,1,0.0,0.0,1001.4,2055.96,0.0,997.42,-3.98
13.01.2021,101.05,0.0091,15.49,-7.0824,0,0.0,0.0,1010.53,0.0,0.0,1019.35,8.82
14.01.2021,100.62,-0.0043,15.59,0.6987,0,0.0,0.0,1006.18,0.0,0.0,1008.57,2.39
15.01.2021,102.63,0.02,10.39,-33.391,0,0.0,0.0,1026.34,0.0,0.0,1057.26,30.92
18.01.2021,105.41,0.027,10.06,-3.1855,0,0.0,0.0,1054.08,0.0,0.0,1124.33,70.25
19.01.2021,105.72,0.003,10.92,8.5407,1,0.0,0.0,1057.21,0.0,0.0,1131.71,74.49
20.01.2021,102.15,-0.0338,16.93,55.1094,1,0.0,0.0,1021.49,0.0,0.0,1044.83,23.33
21.01.2021,97.48,-0.0457,24.46,44.4917,1,0.0,0.0,974.79,0.0,0.0,931.3,-43.49
22.01.2021,98.08,0.0062,24.75,1.1698,1,0.0,0.0,980.81,0.0,0.0,945.67,-35.14
25.01.2021,98.4,0.0032,24.53,-0.8724,0,0.0,0.0,983.97,0.0,0.0,953.12,-30.85
26.01.2021,98.73,0.0034,25.12,2.3859,1,0.0,0.0,987.33,0.0,0.0,961.05,-26.28
27.01.2021,98.76,0.0003,24.65,-1.8643,0,0.0,0.0,987.59,0.0,0.0,961.46,-26.13
28.01.2021,100.77,0.0203,20.49,-16.8617,0,0.0,0.0,1007.66,0.0,0.0,1009.92,2.26
29.01.2021,99.78,-0.0098,19.13,-6.6575,0,0.0,0.0,997.78,0.0,0.0,985.73,-12.05
01.02.2021,100.76,0.0098,18.93,-1.0517,0,1000.0,0.0,2007.55,0.0,0.0,2009.22,1.66
02.02.2021,100.6,-0.0016,14.91,-21.2129,0,0.0,0.0,2004.39,0.0,0.0,2005.3,0.91
03.02.2021,100.47,-0.0012,15.04,0.879,0,0.0,0.0,2001.92,0.0,0.0,2002.23,0.3
04.02.2021,100.01,-0.0046,15.92,5.7984,0,0.0,0.0,1992.79,0.0,0.0,1991.04,-1.75
05.02.2021,100.88,0.0087,13.91,-12.589,0,0.0,0.0,2010.12,0.0,0.0,2012.07,1.95
08.02.2021,100.53,-0.0035,16.59,19.2619,1,0.0,0.0,2003.03,0.0,0.0,2003.38,0.34
09.02.2021,99.19,-0.0133,16.85,1.5668,0,0.0,0.0,1976.3,0.0,0.0,1970.75,-5.55
10.02.2021,97.24,-0.0196,19.5,15.7032,1,0.0,0.0,1937.56,0.0,0.0,1923.51,-14.04
11.02.2021,98.03,0.0081,18.78,-3.6866,0,0.0,0.0,1953.18,0.0,0.0,1942.46,-10.71
