Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,500.0,0.0,500.0,0.0,0.0,500.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.06,0.06
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.12,0.12
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.18,0.18
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.23,0.23
08.01.2021,101.03,0.0103,13.36,-10.9507,0,0.0,0.0,505.16,0.0,0.0,500.29,-4.87
11.01.2021,100.91,-0.0013,13.48,0.8887,0,0.0,0.0,504.53,0.0,0.0,500.35,-4.17
12.01.2021,102.07,0.0115,9.0,-33.2151,0,0.0,0.0,510.34,0.0,0.0,500.41,-9.93
13.01.2021,101.77,-0.0029,9.32,3.5519,1,0.0,0.0,508.85,307.85,0.0,500.47,-8.38
14.01.2021,103.1,0.0131,9.0,-3.43,0,0.0,0.0,515.49,0.0,0.0,504.51,-10.98
15.01.2021,102.55,-0.0053,9.0,0.0,0,0.0,0.0,512.75,0.0,0.0,502.87,-9.87
18.01.2021,102.02,-0.0051,10.56,17.3519,1,0.0,0.0,510.11,569.78,0.0,501.3,-8.81
19.01.2021,102.06,0.0004,9.4,-11.0334,0,0.0,0.0,510.31,0.0,0.0,501.58,-8.73
20.01.2021,100.59,-0.0144,14.47,53.9523,1,0.0,0.0,502.94,0.0,0.0,488.84,-14.1
21.01.2021,101.64,0.0105,12.02,-16.8962,0,0.0,0.0,508.21,0.0,0.0,497.85,-10.36
22.01.2021,102.29,0.0064,9.0,-25.1355,0,0.0,0.0,511.45,0.0,0.0,503.37,-8.08
25.01.2021,102.45,0.0016,9.37,4.162,1,0.0,0.0,512.25,0.0,0.0,504.69,-7.56
26.01.2021,103.94,0.0145,9.0,-3.9957,0,0.0,0.0,519.69,0.0,0.0,517.43,-2.25
27.01.2021,103.77,-0.0016,9.0,0.0,0,0.0,0.0,518.84,0.0,0.0,515.93,-2.92
28.01.2021,103.67,-0.0009,9.72,8.0338,1,0.0,0.0,518.36,0.0,0.0,515.03,-3.33
29.01.2021,103.45,-0.0021,11.18,15.0347,1,0.0,0.0,517.25,0.0,0.0,513.06,-4.19
01.02.2021,103.17,-0.0027,12.67,13.3041,1,500.0,0.0,1015.86,1946.99,0.0,1010.61,-5.25
02.02.2021,102.55,-0.006,14.37,13.3731,1,0.0,0.0,1009.76,0.0,0.0,993.3,-16.46
03.02.2021,102.96,0.004,12.14,-15.5338,0,0.0,0.0,1013.81,0.0,0.0,1004.33,-9.48
04.02.2021,102.18,-0.0076,14.28,17.6358,1,0.0,0.0,1006.1,0.0,0.0,982.52,-23.58
05.02.2021,102.24,0.0006,15.8,10.6605,1,0.0,0.0,1006.67,0.0,0.0,983.83,-22.84
08.02.2021,101.63,-0.006,17.88,13.1666,1,0.0,0.0,1000.63,0.0,0.0,966.7,-33.94
09.02.2021,100.9,-0.0072,20.89,16.8456,1,0.0,0.0,993.45,0.0,0.0,946.36,-47.09
10.02.2021,100.91,0.0001,22.75,8.9225,1,0.0,0.0,993.55,0.0,0.0,946.35,-47.2
