Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,2000.0,0.0,2000.0,0.0,0.0,2000.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.23,0.23
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.47,0.47
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.7,0.7
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.94,0.94
08.01.2021,97.8,-0.022,18.62,24.1137,1,0.0,0.0,1956.01,5990.65,0.0,2001.17,45.16
11.01.2021,99.36,0.016,17.74,-4.716,0,0.0,0.0,1987.22,0.0,0.0,2096.76,109.54
12.01.2021,99.57,0.0021,20.62,16.2588,1,0.0,0.0,1991.32,0.0,0.0,2109.32,118.0
13.01.2021,99.22,-0.0035,21.07,2.1522,0,0.0,0.0,1984.37,0.0,0.0,2088.03,103.66
14.01.2021,100.46,0.0125,19.78,-6.1056,0,0.0,0.0,2009.1,0.0,0.0,2163.78,154.68
15.01.2021,103.35,0.0288,14.99,-24.2202,0,0.0,0.0,2067.04,0.0,0.0,2341.24,274.19
18.01.2021,103.11,-0.0024,15.05,0.4099,0,0.0,0.0,2062.16,0.0,0.0,2326.28,264.12
19.01.2021,102.82,-0.0028,16.47,9.447,0,0.0,0.0,2056.47,0.0,0.0,2308.86,252.39
20.01.2021,101.96,-0.0084,18.14,10.1209,0,0.0,0.0,2039.12,0.0,0.0,2255.7,216.59
21.01.2021,101.73,-0.0022,19.24,6.0518,0,0.0,0.0,2034.57,0.0,0.0,2241.78,207.21
22.01.2021,102.55,0.008,20.14,4.703,0,0.0,0.0,2050.92,0.0,0.0,2291.87,240.94
25.01.2021,102.64,0.0009,19.54,-2.9783,0,0.0,0.0,2052.71,0.0,0.0,2297.35,244.63
26.01.2021,103.05,0.0041,19.08,-2.3499,0,0.0,0.0,2061.04,0.0,0.0,2322.84,261.8
27.01.2021,103.66,0.0059,17.94,-5.9921,0,0.0,0.0,2073.2,0.0,0.0,2360.09,286.89
28.01.2021,103.24,-0.004,18.18,1.3362,0,0.0,0.0,2064.82,0.0,0.0,2334.44,269.61
29.01.2021,103.6,0.0034,16.51,-9.1719,0,0.0,0.0,2071.95,0.0,0.0,2356.25,284.3
01.02.2021,102.34,-0.0122,18.52,12.1331,0,2000.0,0.0,4046.75,0.0,0.0,4279.08,232.33
02.02.2021,102.22,-0.0011,18.21,-1.6318,0,0.0,0.0,4042.28,0.0,0.0,4272.15,229.88
03.02.2021,102.79,0.0055,17.11,-6.0745,0,0.0,0.0,4064.51,0.0,0.0,4306.6,242.08
04.02.2021,106.89,0.0399,11.35,-33.6276,0,0.0,0.0,4226.82,0.0,0.0,4558.02,331.2
