Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,2000.0,0.0,2000.0,0.0,0.0,2000.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.23,0.23
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.47,0.47
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.7,0.7
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.94,0.94
08.01.2021,100.76,0.0076,14.96,-0.27,0,0.0,0.0,2015.19,0.0,0.0,2001.17,-14.01
11.01.2021,99.98,-0.0077,15.32,2.4029,1,0.0,0.0,1999.62,7227.36,0.0,2001.41,1.79
12.01.2021,98.67,-0.0131,17.3,12.9456,1,0.0,0.0,1973.37,0.0,0.0,1906.55,-66.82
13.01.2021,100.31,0.0166,17.08,-1.2552,0,0.0,0.0,2006.21,0.0,0.0,2025.23,19.02
14.01.2021,100.3,-0.0001,18.37,7.5376,0,0.0,0.0,2006.09,0.0,0.0,2024.81,18.72
15.01.2021,99.71,-0.006,19.71,7.295,0,0.0,0.0,1994.11,0.0,0.0,1981.49,-12.61
18.01.2021,101.7,0.02,16.68,-15.3897,0,0.0,0.0,2034.08,0.0,0.0,2125.99,91.9
19.01.2021,102.67,0.0094,15.51,-6.9959,0,0.0,0.0,2053.31,0.0,0.0,2195.46,142.16
20.01.2021,103.97,0.0127,16.34,5.3496,0,0.0,0.0,2079.36,0.0,0.0,2289.62,210.26
21.01.2021,104.72,0.0073,15.79,-3.3945,0,0.0,0.0,2094.43,0.0,0.0,2344.11,249.68
22.01.2021,105.97,0.012,14.16,-10.3392,0,0.0,0.0,2119.49,0.0,0.0,2434.68,315.19
25.01.2021,106.11,0.0013,14.71,3.9115,0,0.0,0.0,2122.28,0.0,0.0,2444.75,322.48
26.01.2021,104.86,-0.0119,15.24,3.624,0,0.0,0.0,2097.1,0.0,0.0,2353.76,256.66
27.01.2021,103.82,-0.0099,15.75,3.3231,0,0.0,0.0,2076.39,0.0,0.0,2278.89,202.5
28.01.2021,101.87,-0.0188,17.76,12.7654,1,0.0,0.0,2037.41,0.0,0.0,2138.02,100.6
29.01.2021,101.47,-0.0039,18.0,1.3664,0,0.0,0.0,2029.44,0.0,0.0,2109.21,79.77
01.02.2021,100.55,-0.0091,19.31,7.2937,0,2000.0,0.0,4011.02,0.0,0.0,4042.63,31.61
02.02.2021,100.57,0.0002,18.43,-4.5553,0,0.0,0.0,4011.76,0.0,0.0,4043.97,32.21
03.02.2021,102.35,0.0177,16.55,-10.2016,0,0.0,0.0,4082.82,0.0,0.0,4172.75,89.93
04.02.2021,103.13,0.0076,15.5,-6.378,0,0.0,0.0,4113.78,0.0,0.0,4228.85,115.07
