Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,2000.0,0.0,2000.0,0.0,0.0,2000.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.23,0.23
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.47,0.47
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.7,0.7
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.94,0.94
08.01.2021,101.89,0.0189,11.66,-22.266,0,0.0,0.0,2037.7,0.0,0.0,2001.17,-36.53
11.01.2021,103.37,0.0146,9.48,-18.7011,0,0.0,0.0,2067.37,0.0,0.0,2001.41,-65.96
12.01.2021,104.37,0.0097,9.0,-5.0586,0,0.0,0.0,2087.44,0.0,0.0,2001.64,-85.8
13.01.2021,104.89,0.0049,9.59,6.5732,1,0.0,0.0,2097.71,11783.9,0.0,2001.88,-95.83
14.01.2021,103.32,-0.0149,12.7,32.4568,1,0.0,0.0,2066.41,0.0,0.0,1824.54,-241.88
15.01.2021,103.09,-0.0023,13.94,9.7514,0,0.0,0.0,2061.75,0.0,0.0,1796.83,-264.93
18.01.2021,100.4,-0.0261,15.82,13.4553,1,0.0,0.0,2007.94,0.0,0.0,1492.99,-514.94
19.01.2021,101.23,0.0083,14.19,-10.2892,0,0.0,0.0,2024.53,0.0,0.0,1584.71,-439.83
20.01.2021,102.01,0.0077,13.96,-1.6132,0,0.0,0.0,2040.19,0.0,0.0,1671.11,-369.08
21.01.2021,103.39,0.0135,12.79,-8.4072,0,0.0,0.0,2067.81,0.0,0.0,1824.74,-243.06
22.01.2021,103.76,0.0035,12.62,-1.3272,0,0.0,0.0,2075.14,0.0,0.0,1864.43,-210.71
25.01.2021,103.94,0.0018,12.42,-1.5691,0,0.0,0.0,2078.88,0.0,0.0,1883.9,-194.98
26.01.2021,103.01,-0.009,12.7,2.2654,0,0.0,0.0,2060.18,0.0,0.0,1777.31,-282.87
27.01.2021,100.59,-0.0235,18.49,45.5798,1,0.0,0.0,2011.78,0.0,0.0,1503.9,-507.88
28.01.2021,101.56,0.0096,14.9,-19.4082,0,0.0,0.0,2031.12,0.0,0.0,1611.06,-420.07
29.01.2021,101.36,-0.0019,15.93,6.9127,0,0.0,0.0,2027.3,0.0,0.0,1588.03,-439.27
01.02.2021,102.38,0.0101,12.76,-19.9128,0,2000.0,0.0,4047.7,0.0,0.0,3701.1,-346.6
02.02.2021,102.61,0.0022,12.6,-1.2231,0,0.0,0.0,4056.7,0.0,0.0,3725.48,-331.22
03.02.2021,103.03,0.0041,12.24,-2.8956,0,0.0,0.0,4073.19,0.0,0.0,3771.13,-302.07
04.02.2021,103.16,0.0013,12.92,5.5971,0,0.0,0.0,4078.35,0.0,0.0,3784.56,-293.78
