Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,1000.0,0.0,1000.0,0.0,0.0,1000.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.12,0.12
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.23,0.23
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.35,0.35
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.47,0.47
08.01.2021,100.3,0.003,16.67,11.1119,1,0.0,0.0,1003.0,466.09,0.0,1000.59,-2.41
11.01.2021,101.41,0.0111,15.75,-5.5054,0,0.0,0.0,1014.11,0.0,0.0,1005.81,-8.3
12.01.2021,101.9,0.0049,15.72,-0.1896,0,0.0,0.0,1019.05,0.0,0.0,1008.17,-10.88
13.01.2021,103.98,0.0204,13.29,-15.4385,0,0.0,0.0,1039.84,0.0,0.0,1017.9,-21.95
14.01.2021,104.05,0.0006,12.87,-3.2024,0,0.0,0.0,1040.48,0.0,0.0,1018.25,-22.22
15.01.2021,104.02,-0.0003,12.24,-4.8862,0,0.0,0.0,1040.16,0.0,0.0,1018.17,-21.99
18.01.2021,103.07,-0.0091,13.04,6.5438,0,0.0,0.0,1030.71,0.0,0.0,1013.84,-16.87
19.01.2021,100.7,-0.023,17.72,35.933,1,0.0,0.0,1007.04,4167.5,0.0,1002.91,-4.14
20.01.2021,100.69,-0.0001,16.04,-9.5027,0,0.0,0.0,1006.92,0.0,0.0,1002.32,-4.6
21.01.2021,99.9,-0.0078,17.42,8.62,0,0.0,0.0,999.05,0.0,0.0,966.1,-32.95
22.01.2021,102.35,0.0245,15.41,-11.557,0,0.0,0.0,1023.53,0.0,0.0,1078.8,55.27
25.01.2021,102.8,0.0044,14.94,-3.0125,0,0.0,0.0,1028.0,0.0,0.0,1099.37,71.37
26.01.2021,102.39,-0.004,15.48,3.5894,0,0.0,0.0,1023.92,0.0,0.0,1080.58,56.66
27.01.2021,101.58,-0.0079,13.99,-9.6345,0,0.0,0.0,1015.83,0.0,0.0,1043.33,27.5
28.01.2021,100.41,-0.0115,14.57,4.1537,0,0.0,0.0,1004.1,0.0,0.0,989.33,-14.76
29.01.2021,100.03,-0.0038,15.08,3.502,0,0.0,0.0,1000.29,0.0,0.0,971.83,-28.47
01.02.2021,100.58,0.0055,16.09,6.6932,0,1000.0,0.0,2005.83,0.0,0.0,1997.33,-8.5
02.02.2021,101.12,0.0054,16.51,2.5823,0,0.0,0.0,2016.59,0.0,0.0,2022.16,5.57
03.02.2021,101.94,0.0081,17.32,4.9041,0,0.0,0.0,2032.99,0.0,0.0,2060.01,27.02
04.02.2021,102.75,0.0079,15.98,-7.734,0,0.0,0.0,2049.14,0.0,0.0,2097.29,48.15
05.02.2021,104.42,0.0162,14.95,-6.4154,0,0.0,0.0,2082.25,0.0,0.0,2173.73,91.47
08.02.2021,103.52,-0.0086,16.75,12.0292,0,0.0,0.0,2064.39,0.0,0.0,2132.5,68.11
09.02.2021,104.37,0.0082,16.36,-2.356,0,0.0,0.0,2081.39,0.0,0.0,2171.72,90.34
10.02.2021,106.34,0.0189,13.12,-19.7546,0,0.0,0.0,2120.65,0.0,0.0,2262.34,141.7
