Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,500.0,0.0,500.0,0.0,0.0,500.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.06,0.06
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.12,0.12
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.18,0.18
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.23,0.23
08.01.2021,100.74,0.0074,15.96,6.3986,1,0.0,0.0,503.72,579.88,0.0,500.29,-3.43
11.01.2021,101.46,0.0071,15.16,-5.0258,0,0.0,0.0,507.28,0.0,0.0,504.37,-2.91
12.01.2021,100.75,-0.0069,15.19,0.244,1,0.0,0.0,503.77,0.0,0.0,500.32,-3.46
13.01.2021,100.16,-0.0059,16.64,9.5316,1,0.0,0.0,500.78,0.0,0.0,496.85,-3.93
14.01.2021,103.03,0.0287,12.51,-24.8189,0,0.0,0.0,515.15,0.0,0.0,513.37,-1.78
15.01.2021,104.01,0.0095,12.93,3.3658,0,0.0,0.0,520.06,0.0,0.0,519.01,-1.05
18.01.2021,103.8,-0.0021,13.71,6.0106,0,0.0,0.0,518.98,0.0,0.0,517.74,-1.23
19.01.2021,103.8,0.0,14.31,4.3916,0,0.0,0.0,519.0,0.0,0.0,517.75,-1.25
20.01.2021,103.57,-0.0022,13.7,-4.2611,0,0.0,0.0,517.84,0.0,0.0,516.4,-1.44
21.01.2021,104.98,0.0136,14.27,4.1374,0,0.0,0.0,524.88,0.0,0.0,524.48,-0.4
22.01.2021,106.91,0.0184,11.91,-16.5479,0,0.0,0.0,534.54,0.0,0.0,535.58,1.04
25.01.2021,104.91,-0.0187,14.69,23.3963,1,0.0,0.0,524.54,0.0,0.0,524.05,-0.49
26.01.2021,105.76,0.0081,14.97,1.8845,0,0.0,0.0,528.8,0.0,0.0,528.94,0.14
27.01.2021,103.87,-0.0178,18.66,24.6107,1,0.0,0.0,519.37,0.0,0.0,518.06,-1.3
28.01.2021,105.41,0.0148,16.59,-11.0795,0,0.0,0.0,527.05,0.0,0.0,526.88,-0.16
29.01.2021,106.74,0.0126,14.05,-15.2862,0,0.0,0.0,533.71,0.0,0.0,534.54,0.83
01.02.2021,106.87,0.0012,11.63,-17.2116,0,500.0,0.0,1034.36,0.0,0.0,1035.27,0.91
02.02.2021,105.52,-0.0127,14.13,21.4453,1,0.0,0.0,1021.28,1594.72,0.0,1027.54,6.26
03.02.2021,103.48,-0.0194,13.3,-5.849,0,0.0,0.0,1001.5,0.0,0.0,984.63,-16.87
04.02.2021,105.32,0.0178,12.99,-2.387,0,0.0,0.0,1019.3,0.0,0.0,1022.72,3.43
05.02.2021,106.94,0.0154,11.17,-14.0008,0,0.0,0.0,1035.03,0.0,0.0,1056.38,21.35
08.02.2021,107.34,0.0038,12.62,13.0183,0,0.0,0.0,1038.92,0.0,0.0,1064.49,25.57
09.02.2021,107.77,0.0039,12.86,1.8519,0,0.0,0.0,1043.02,0.0,0.0,1073.07,30.04
10.02.2021,107.03,-0.0068,14.03,9.1202,0,0.0,0.0,1035.9,0.0,0.0,1057.44,21.54
