Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,1000.0,0.0,1000.0,0.0,0.0,1000.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.12,0.12
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.23,0.23
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.35,0.35
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.47,0.47
08.01.2021,101.12,0.0112,13.41,-10.5725,0,0.0,0.0,1011.19,0.0,0.0,1000.59,-10.6
11.01.2021,100.5,-0.0062,12.1,-9.7909,0,0.0,0.0,1004.95,0.0,0.0,1000.7,-4.25
12.01.2021,101.47,0.0097,12.4,2.467,0,0.0,0.0,1014.7,0.0,0.0,1000.82,-13.88
13.01.2021,101.88,0.004,10.8,-12.8915,0,0.0,0.0,1018.79,0.0,0.0,1000.94,-17.85
14.01.2021,101.06,-0.008,12.67,17.2885,1,0.0,0.0,1010.61,5991.8,0.0,1001.06,-9.55
15.01.2021,99.29,-0.0175,14.16,11.7653,1,0.0,0.0,992.88,0.0,0.0,895.12,-97.75
18.01.2021,101.46,0.0219,12.46,-12.012,0,0.0,0.0,1014.63,0.0,0.0,1023.31,8.69
19.01.2021,100.87,-0.0059,13.66,9.6594,0,0.0,0.0,1008.67,0.0,0.0,987.23,-21.44
20.01.2021,98.46,-0.0239,15.22,11.3738,1,0.0,0.0,984.61,0.0,0.0,843.79,-140.82
21.01.2021,98.05,-0.0041,15.93,4.6862,0,0.0,0.0,980.54,0.0,0.0,818.9,-161.65
22.01.2021,98.57,0.0053,13.45,-15.5603,0,0.0,0.0,985.74,0.0,0.0,848.91,-136.82
25.01.2021,97.31,-0.0128,14.19,5.5344,0,0.0,0.0,973.13,0.0,0.0,773.38,-199.74
26.01.2021,98.12,0.0083,14.56,2.5803,0,0.0,0.0,981.24,0.0,0.0,820.71,-160.53
27.01.2021,97.96,-0.0017,13.87,-4.7188,0,0.0,0.0,979.57,0.0,0.0,810.0,-169.57
28.01.2021,97.86,-0.001,14.12,1.744,0,0.0,0.0,978.58,0.0,0.0,803.34,-175.23
29.01.2021,97.54,-0.0033,17.13,21.3306,1,0.0,0.0,975.38,0.0,0.0,783.65,-191.73
01.02.2021,98.85,0.0134,15.36,-10.3398,0,1000.0,0.0,1988.5,0.0,0.0,1860.65,-127.85
02.02.2021,100.69,0.0186,13.39,-12.7811,0,0.0,0.0,2025.51,0.0,0.0,1969.09,-56.42
03.02.2021,99.92,-0.0076,14.92,11.3706,0,0.0,0.0,2010.03,0.0,0.0,1922.84,-87.19
04.02.2021,99.92,0.0,17.06,14.3783,1,0.0,0.0,2010.04,0.0,0.0,1922.27,-87.77
05.02.2021,98.22,-0.017,20.15,18.112,1,0.0,0.0,1975.83,0.0,0.0,1820.81,-155.02
08.02.2021,100.83,0.0266,13.15,-34.744,0,0.0,0.0,2028.31,0.0,0.0,1974.86,-53.45
09.02.2021,100.8,-0.0003,12.84,-2.3178,0,0.0,0.0,2027.71,0.0,0.0,1972.47,-55.24
10.02.2021,100.73,-0.0007,15.88,23.6657,1,0.0,0.0,2026.33,0.0,0.0,1967.77,-58.56
11.02.2021,100.44,-0.0029,15.94,0.3669,0,0.0,0.0,2020.48,0.0,0.0,1949.91,-70.57
