Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,2000.0,0.0,2000.0,0.0,0.0,2000.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.23,0.23
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.47,0.47
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.7,0.7
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.94,0.94
08.01.2021,99.11,-0.0089,15.64,4.2612,1,0.0,0.0,1982.17,6630.59,0.0,2001.17,19.0
11.01.2021,100.91,0.0182,13.64,-12.7919,0,0.0,0.0,2018.19,0.0,0.0,2120.59,102.39
12.01.2021,97.88,-0.03,18.09,32.6341,1,0.0,0.0,1957.58,0.0,0.0,1916.76,-40.82
13.01.2021,97.82,-0.0006,17.6,-2.7071,0,0.0,0.0,1956.49,0.0,0.0,1912.05,-44.44
14.01.2021,98.18,0.0036,17.71,0.6224,0,0.0,0.0,1963.62,0.0,0.0,1934.82,-28.8
15.01.2021,99.19,0.0103,15.57,-12.1046,0,0.0,0.0,1983.75,0.0,0.0,2001.08,17.34
18.01.2021,98.68,-0.0051,16.3,4.726,0,0.0,0.0,1973.58,0.0,0.0,1965.98,-7.59
19.01.2021,98.0,-0.0069,16.68,2.3502,0,0.0,0.0,1959.91,0.0,0.0,1919.21,-40.7
20.01.2021,95.93,-0.021,19.95,19.5819,1,0.0,0.0,1918.66,0.0,0.0,1780.15,-138.51
21.01.2021,91.39,-0.0474,27.52,37.9487,1,0.0,0.0,1827.77,0.0,0.0,1475.03,-352.74
22.01.2021,91.74,0.0038,25.48,-7.4301,0,0.0,0.0,1834.72,0.0,0.0,1497.21,-337.51
25.01.2021,94.06,0.0253,21.48,-15.6835,0,0.0,0.0,1881.1,0.0,0.0,1651.28,-229.82
26.01.2021,94.1,0.0005,22.11,2.9048,0,0.0,0.0,1882.01,0.0,0.0,1653.25,-228.76
27.01.2021,96.75,0.0281,18.0,-18.5596,0,0.0,0.0,1934.96,0.0,0.0,1829.29,-105.66
28.01.2021,96.77,0.0003,18.45,2.4828,0,0.0,0.0,1935.48,0.0,0.0,1829.95,-105.52
29.01.2021,96.5,-0.0029,17.39,-5.7395,0,0.0,0.0,1929.91,0.0,0.0,1810.27,-119.65
01.02.2021,97.06,0.0059,17.7,1.7755,0,2000.0,0.0,3941.24,0.0,0.0,3847.09,-94.15
02.02.2021,97.94,0.009,17.94,1.3539,0,0.0,0.0,3976.81,0.0,0.0,3905.08,-71.73
03.02.2021,99.41,0.015,18.03,0.491,0,0.0,0.0,4036.5,0.0,0.0,4002.81,-33.68
04.02.2021,98.51,-0.009,21.45,19.0062,1,0.0,0.0,4000.14,0.0,0.0,3942.3,-57.84
