Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,2000.0,0.0,2000.0,0.0,0.0,2000.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.23,0.23
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.47,0.47
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.7,0.7
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.94,0.94
08.01.2021,101.11,0.0111,13.93,-7.1293,0,0.0,0.0,2022.28,0.0,0.0,2001.17,-21.11
11.01.2021,99.54,-0.0156,15.79,13.327,1,0.0,0.0,1990.79,6309.15,0.0,2001.41,10.62
12.01.2021,99.08,-0.0047,15.35,-2.7656,0,0.0,0.0,1981.53,0.0,0.0,1971.07,-10.46
13.01.2021,96.75,-0.0235,18.82,22.5894,1,0.0,0.0,1935.05,0.0,0.0,1822.78,-112.27
14.01.2021,97.34,0.0061,14.82,-21.26,0,0.0,0.0,1946.78,0.0,0.0,1858.95,-87.83
15.01.2021,96.32,-0.0104,16.94,14.3574,0,0.0,0.0,1926.48,0.0,0.0,1793.61,-132.86
18.01.2021,96.71,0.004,15.01,-11.4014,0,0.0,0.0,1934.24,0.0,0.0,1817.21,-117.03
19.01.2021,97.99,0.0132,11.26,-25.0058,0,0.0,0.0,1959.82,0.0,0.0,1897.28,-62.53
20.01.2021,97.8,-0.002,12.56,11.5566,0,0.0,0.0,1955.97,0.0,0.0,1884.09,-71.88
21.01.2021,97.66,-0.0015,12.94,2.9967,0,0.0,0.0,1953.11,0.0,0.0,1874.04,-79.08
22.01.2021,96.72,-0.0095,14.56,12.5768,0,0.0,0.0,1934.48,0.0,0.0,1813.99,-120.49
25.01.2021,98.53,0.0187,12.69,-12.852,0,0.0,0.0,1970.68,0.0,0.0,1927.72,-42.96
26.01.2021,97.53,-0.0102,14.48,14.0676,0,0.0,0.0,1950.5,0.0,0.0,1862.78,-87.73
27.01.2021,96.34,-0.0122,16.8,16.0546,0,0.0,0.0,1926.75,0.0,0.0,1786.51,-140.24
28.01.2021,97.25,0.0094,16.46,-2.0027,0,0.0,0.0,1944.95,0.0,0.0,1843.19,-101.76
29.01.2021,96.82,-0.0044,17.55,6.5836,0,0.0,0.0,1936.49,0.0,0.0,1815.37,-121.12
01.02.2021,95.62,-0.0125,21.82,24.3569,1,2000.0,0.0,3912.33,0.0,0.0,3737.79,-174.54
02.02.2021,95.63,0.0002,21.15,-3.0749,0,0.0,0.0,3912.99,0.0,0.0,3738.28,-174.71
03.02.2021,96.39,0.0079,19.64,-7.1471,0,0.0,0.0,3943.8,0.0,0.0,3785.46,-158.33
04.02.2021,96.95,0.0059,18.27,-6.9836,0,0.0,0.0,3966.96,0.0,0.0,3820.81,-146.15
