Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,1000.0,0.0,1000.0,0.0,0.0,1000.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.12,0.12
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.23,0.23
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.35,0.35
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.47,0.47
08.01.2021,101.89,0.0189,11.66,-22.266,0,0.0,0.0,1018.85,0.0,0.0,1000.59,-18.27
11.01.2021,103.37,0.0146,9.48,-18.7011,0,0.0,0.0,1033.68,0.0,0.0,1000.7,-32.98
12.01.2021,104.37,0.0097,9.0,-5.0586,0,0.0,0.0,1043.72,0.0,0.0,1000.82,-42.9
13.01.2021,104.89,0.0049,9.59,6.5732,1,0.0,0.0,1048.86,3928.27,0.0,1000.94,-47.92
14.01.2021,103.32,-0.0149,12.7,32.4568,1,0.0,0.0,1033.21,0.0,0.0,942.33,-90.88
15.01.2021,103.09,-0.0023,13.94,9.7514,0,0.0,0.0,1030.88,0.0,0.0,933.6,-97.28
18.01.2021,100.4,-0.0261,15.82,13.4553,1,0.0,0.0,1003.97,0.0,0.0,832.82,-171.15
19.01.2021,101.23,0.0083,14.19,-10.2892,0,0.0,0.0,1012.27,0.0,0.0,863.9,-148.36
20.01.2021,102.01,0.0077,13.96,-1.6132,0,0.0,0.0,1020.09,0.0,0.0,893.21,-126.88
21.01.2021,103.39,0.0135,12.79,-8.4072,0,0.0,0.0,1033.9,0.0,0.0,944.94,-88.97
22.01.2021,103.76,0.0035,12.62,-1.3272,0,0.0,0.0,1037.57,0.0,0.0,958.67,-78.9
25.01.2021,103.94,0.0018,12.42,-1.5691,0,0.0,0.0,1039.44,0.0,0.0,965.67,-73.77
26.01.2021,103.01,-0.009,12.7,2.2654,0,0.0,0.0,1030.09,0.0,0.0,930.65,-99.44
27.01.2021,100.59,-0.0235,18.49,45.5798,1,0.0,0.0,1005.89,0.0,0.0,840.01,-165.88
28.01.2021,101.56,0.0096,14.9,-19.4082,0,0.0,0.0,1015.56,0.0,0.0,876.24,-139.32
29.01.2021,101.36,-0.0019,15.93,6.9127,0,0.0,0.0,1013.65,0.0,0.0,869.07,-144.57
01.02.2021,102.38,0.0101,12.76,-19.9128,0,1000.0,0.0,2023.85,0.0,0.0,1907.28,-116.57
02.02.2021,102.61,0.0022,12.6,-1.2231,0,0.0,0.0,2028.35,0.0,0.0,1915.81,-112.54
03.02.2021,103.03,0.0041,12.24,-2.8956,0,0.0,0.0,2036.6,0.0,0.0,1931.43,-105.17
04.02.2021,103.16,0.0013,12.92,5.5971,0,0.0,0.0,2039.17,0.0,0.0,1936.31,-102.86
05.02.2021,103.89,0.007,12.19,-5.6501,0,0.0,0.0,2053.52,0.0,0.0,1963.5,-90.02
08.02.2021,103.15,-0.0071,13.11,7.4778,0,0.0,0.0,2038.94,0.0,0.0,1935.88,-103.06
09.02.2021,103.39,0.0023,11.69,-10.7994,0,0.0,0.0,2043.66,0.0,0.0,1944.82,-98.84
10.02.2021,103.88,0.0048,11.28,-3.5077,0,0.0,0.0,2053.47,0.0,0.0,1963.4,-90.07
