Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,2000.0,0.0,2000.0,0.0,0.0,2000.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.23,0.23
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.47,0.47
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.7,0.7
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.94,0.94
08.01.2021,101.12,0.0112,13.41,-10.5725,0,0.0,0.0,2022.38,0.0,0.0,2001.17,-21.2
11.01.2021,100.5,-0.0062,12.1,-9.7909,0,0.0,0.0,2009.9,0.0,0.0,2001.41,-8.49
12.01.2021,101.47,0.0097,12.4,2.467,0,0.0,0.0,2029.41,0.0,0.0,2001.64,-27.77
13.01.2021,101.88,0.004,10.8,-12.8915,0,0.0,0.0,2037.58,0.0,0.0,2001.88,-35.7
14.01.2021,101.06,-0.008,12.67,17.2885,1,0.0,0.0,2021.22,15977.43,0.0,2002.11,-19.11
15.01.2021,99.29,-0.0175,14.16,11.7653,1,0.0,0.0,1985.75,0.0,0.0,1718.48,-267.27
18.01.2021,101.46,0.0219,12.46,-12.012,0,0.0,0.0,2029.25,0.0,0.0,2059.14,29.89
19.01.2021,100.87,-0.0059,13.66,9.6594,0,0.0,0.0,2017.34,0.0,0.0,1961.76,-55.58
20.01.2021,98.46,-0.0239,15.22,11.3738,1,0.0,0.0,1969.22,0.0,0.0,1578.1,-391.12
21.01.2021,98.05,-0.0041,15.93,4.6862,0,0.0,0.0,1961.08,0.0,0.0,1510.56,-450.52
22.01.2021,98.57,0.0053,13.45,-15.5603,0,0.0,0.0,1971.47,0.0,0.0,1589.44,-382.03
25.01.2021,97.31,-0.0128,14.19,5.5344,0,0.0,0.0,1946.26,0.0,0.0,1386.88,-559.38
26.01.2021,98.12,0.0083,14.56,2.5803,0,0.0,0.0,1962.48,0.0,0.0,1511.91,-450.58
27.01.2021,97.96,-0.0017,13.87,-4.7188,0,0.0,0.0,1959.13,0.0,0.0,1482.19,-476.94
28.01.2021,97.86,-0.001,14.12,1.744,0,0.0,0.0,1957.15,0.0,0.0,1463.28,-493.87
29.01.2021,97.54,-0.0033,17.13,21.3306,1,0.0,0.0,1950.77,0.0,0.0,1409.61,-541.16
01.02.2021,98.85,0.0134,15.36,-10.3398,0,2000.0,0.0,3977.01,0.0,0.0,3613.76,-363.25
02.02.2021,100.69,0.0186,13.39,-12.7811,0,0.0,0.0,4051.01,0.0,0.0,3901.8,-149.21
03.02.2021,99.92,-0.0076,14.92,11.3706,0,0.0,0.0,4020.05,0.0,0.0,3777.35,-242.7
04.02.2021,99.92,0.0,17.06,14.3783,1,0.0,0.0,4020.09,0.0,0.0,3774.71,-245.37
