Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,1000.0,0.0,1000.0,0.0,0.0,1000.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.12,0.12
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.23,0.23
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.35,0.35
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,1000.0,0.0,0.0,1000.47,0.47
08.01.2021,100.32,0.0032,13.07,-12.8507,0,0.0,0.0,1003.21,0.0,0.0,1000.59,-2.62
11.01.2021,100.9,0.0058,11.89,-9.0221,0,0.0,0.0,1009.01,0.0,0.0,1000.7,-8.31
12.01.2021,98.16,-0.0272,17.7,48.8296,1,0.0,0.0,981.57,973.82,0.0,1000.82,19.25
13.01.2021,97.86,-0.003,18.6,5.1018,0,0.0,0.0,978.6,0.0,0.0,997.88,19.28
14.01.2021,97.3,-0.0057,17.29,-7.0605,0,0.0,0.0,973.02,0.0,0.0,992.34,19.33
15.01.2021,97.08,-0.0022,17.3,0.0851,0,0.0,0.0,970.84,0.0,0.0,990.19,19.35
18.01.2021,98.78,0.0175,15.75,-8.9948,0,0.0,0.0,987.8,0.0,0.0,1007.01,19.22
19.01.2021,97.49,-0.013,18.23,15.7447,0,0.0,0.0,974.93,0.0,0.0,994.25,19.32
20.01.2021,99.3,0.0185,15.41,-15.4374,0,0.0,0.0,992.97,0.0,0.0,1012.15,19.18
21.01.2021,99.14,-0.0016,16.49,6.9805,0,0.0,0.0,991.35,0.0,0.0,1010.55,19.2
22.01.2021,98.8,-0.0033,17.85,8.2771,0,0.0,0.0,988.04,0.0,0.0,1007.27,19.23
25.01.2021,99.22,0.0042,17.0,-4.812,0,0.0,0.0,992.16,0.0,0.0,1011.36,19.2
26.01.2021,98.01,-0.0121,16.96,-0.2214,0,0.0,0.0,980.1,0.0,0.0,999.4,19.3
27.01.2021,98.87,0.0088,16.99,0.1686,0,0.0,0.0,988.71,0.0,0.0,1007.95,19.23
28.01.2021,99.37,0.005,15.79,-7.0187,0,0.0,0.0,993.7,0.0,0.0,1012.9,19.2
29.01.2021,98.73,-0.0064,16.9,7.02,0,0.0,0.0,987.33,0.0,0.0,1006.58,19.25
01.02.2021,98.76,0.0002,17.36,2.6794,0,1000.0,0.0,1987.58,0.0,0.0,2006.83,19.25
02.02.2021,98.09,-0.0067,17.02,-1.9432,0,0.0,0.0,1974.21,0.0,0.0,2000.36,26.15
03.02.2021,97.3,-0.0081,18.16,6.6859,0,0.0,0.0,1958.2,0.0,0.0,1992.59,34.39
04.02.2021,95.2,-0.0216,21.13,16.3589,1,0.0,0.0,1915.92,2441.64,0.0,1971.86,55.95
05.02.2021,96.01,0.0085,18.73,-11.326,0,0.0,0.0,1932.21,0.0,0.0,2000.33,68.12
08.02.2021,94.68,-0.0138,24.64,31.5134,1,0.0,0.0,1905.6,0.0,0.0,1952.97,47.38
09.02.2021,94.84,0.0016,22.83,-7.3455,0,0.0,0.0,1908.74,0.0,0.0,1958.2,49.46
10.02.2021,93.93,-0.0096,23.89,4.6627,0,0.0,0.0,1890.48,0.0,0.0,1925.59,35.12
11.02.2021,94.0,0.0007,23.34,-2.3146,0,0.0,0.0,1891.77,0.0,0.0,1927.56,35.79
