Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,2000.0,0.0,2000.0,0.0,0.0,2000.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.23,0.23
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.47,0.47
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.7,0.7
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,2000.0,0.0,0.0,2000.94,0.94
08.01.2021,98.32,-0.0168,17.56,17.0962,1,0.0,0.0,1966.3,3467.55,0.0,2001.17,34.87
11.01.2021,97.56,-0.0077,19.52,11.1079,0,0.0,0.0,1951.23,0.0,0.0,1974.37,23.14
12.01.2021,98.2,0.0066,17.88,-8.3809,0,0.0,0.0,1964.02,0.0,0.0,1996.69,32.67
13.01.2021,98.82,0.0063,17.47,-2.3045,0,0.0,0.0,1976.43,0.0,0.0,2018.35,41.92
14.01.2021,98.05,-0.0078,19.31,10.559,0,0.0,0.0,1961.01,0.0,0.0,1990.93,29.92
15.01.2021,98.88,0.0084,16.34,-15.3675,0,0.0,0.0,1977.57,0.0,0.0,2019.91,42.33
18.01.2021,99.52,0.0065,14.18,-13.2531,0,0.0,0.0,1990.36,0.0,0.0,2042.23,51.87
19.01.2021,98.44,-0.0108,15.29,7.8524,0,0.0,0.0,1968.79,0.0,0.0,2003.96,35.17
20.01.2021,98.63,0.0019,14.21,-7.047,0,0.0,0.0,1972.53,0.0,0.0,2010.33,37.8
21.01.2021,99.22,0.0061,11.48,-19.2576,0,0.0,0.0,1984.47,0.0,0.0,2031.16,46.69
22.01.2021,100.54,0.0133,9.64,-15.9982,0,0.0,0.0,2010.77,0.0,0.0,2077.31,66.54
25.01.2021,101.31,0.0077,9.71,0.6712,1,0.0,0.0,2026.15,0.0,0.0,2104.21,78.06
26.01.2021,99.75,-0.0153,14.73,51.8069,1,0.0,0.0,1995.09,0.0,0.0,2049.19,54.11
27.01.2021,98.96,-0.008,15.39,4.4757,0,0.0,0.0,1979.13,0.0,0.0,2020.83,41.7
28.01.2021,98.93,-0.0002,15.52,0.8046,0,0.0,0.0,1978.66,0.0,0.0,2019.76,41.11
29.01.2021,97.24,-0.0171,16.15,4.0614,0,0.0,0.0,1944.85,0.0,0.0,1959.92,15.07
01.02.2021,98.6,0.0139,13.64,-15.5061,0,2000.0,0.0,3971.95,0.0,0.0,4007.47,35.53
02.02.2021,98.75,0.0016,14.03,2.8359,0,0.0,0.0,3978.28,0.0,0.0,4013.08,34.8
03.02.2021,99.48,0.0073,14.31,2.0098,0,0.0,0.0,4007.35,0.0,0.0,4038.6,31.24
04.02.2021,97.89,-0.016,17.43,21.7769,1,0.0,0.0,3943.4,8600.58,0.0,3982.67,39.27
