Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
01.01.2021,100.0,0.0,15.0,0.0,0,500.0,0.0,500.0,0.0,0.0,500.0,0.0
04.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.06,0.06
05.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.12,0.12
06.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.18,0.18
07.01.2021,100.0,0.0,15.0,0.0,0,0.0,0.0,500.0,0.0,0.0,500.23,0.23
08.01.2021,100.14,0.0014,15.87,5.7884,1,0.0,0.0,500.72,94.72,0.0,500.29,-0.43
11.01.2021,100.55,0.004,15.25,-3.9043,0,0.0,0.0,502.73,0.0,0.0,500.72,-2.01
12.01.2021,100.41,-0.0014,14.71,-3.5148,0,0.0,0.0,502.04,0.0,0.0,500.64,-1.41
13.01.2021,100.5,0.0009,14.44,-1.8468,0,0.0,0.0,502.5,0.0,0.0,500.77,-1.73
14.01.2021,98.38,-0.0211,15.06,4.298,1,0.0,0.0,491.92,418.1,0.0,498.82,6.9
15.01.2021,97.94,-0.0046,14.66,-2.6748,0,0.0,0.0,489.68,0.0,0.0,496.49,6.81
18.01.2021,98.41,0.0048,14.49,-1.1598,0,0.0,0.0,492.05,0.0,0.0,498.95,6.9
19.01.2021,95.61,-0.0284,17.87,23.307,1,0.0,0.0,478.06,0.0,0.0,484.41,6.35
20.01.2021,96.22,0.0064,17.5,-2.0677,0,0.0,0.0,481.12,0.0,0.0,487.59,6.47
21.01.2021,98.22,0.0208,11.63,-33.5174,0,0.0,0.0,491.12,0.0,0.0,497.98,6.86
22.01.2021,97.7,-0.0053,13.09,12.5192,1,0.0,0.0,488.51,0.0,0.0,495.26,6.76
25.01.2021,98.11,0.0042,12.53,-4.2454,0,0.0,0.0,490.54,0.0,0.0,497.38,6.83
26.01.2021,98.1,-0.0001,12.65,0.94,0,0.0,0.0,490.51,0.0,0.0,497.34,6.83
27.01.2021,98.56,0.0047,11.93,-5.7122,0,0.0,0.0,492.82,0.0,0.0,499.74,6.92
28.01.2021,96.81,-0.0178,12.8,7.2908,1,0.0,0.0,484.04,0.0,0.0,490.61,6.57
29.01.2021,99.44,0.0272,9.65,-24.5766,0,0.0,0.0,497.21,0.0,0.0,504.3,7.09
01.02.2021,98.34,-0.0111,11.81,22.3924,1,500.0,0.0,991.7,547.26,0.0,998.57,6.87
02.02.2021,101.46,0.0318,9.0,-23.8167,0,0.0,0.0,1023.21,0.0,0.0,1032.18,8.97
03.02.2021,101.41,-0.0005,9.0,0.0,0,0.0,0.0,1022.7,0.0,0.0,1031.63,8.93
04.02.2021,103.61,0.0216,9.0,0.0,0,0.0,0.0,1044.82,0.0,0.0,1055.22,10.4
05.02.2021,103.15,-0.0044,10.41,15.6651,1,0.0,0.0,1040.18,0.0,0.0,1050.26,10.08
08.02.2021,103.44,0.0028,9.0,-13.5435,0,0.0,0.0,1043.15,0.0,0.0,1053.42,10.27
09.02.2021,101.12,-0.0225,11.73,30.2982,1,0.0,0.0,1019.69,0.0,0.0,1028.38,8.69
10.02.2021,98.98,-0.0212,13.53,15.3675,1,0.0,0.0,998.12,0.0,0.0,1005.35,7.23
